Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-10-1/17:9:39,leukemia2,1,0,0,0,None,C4.5,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25,70.23,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,11226
2020-10-1/17:10:10,leukemia2,1,0,0,0,None,Naive-Bayes,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.5,49.66,24,0.92,0.04,0.93,0.92,0.91,0.88,0.94,0.87,11226
2020-10-1/17:10:12,leukemia2,1,0,0,0,None,IB1,48,100,0,0,1,0.03,0.03,5.97,5.93,48,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.1,0.28,23.53,59.29,24,0.88,0.06,0.91,0.88,0.86,0.84,0.91,0.81,11226
2020-10-1/17:10:31,leukemia2,1,0,0,0,None,SVM,48,100,0,0,1,0.22,0.27,50.75,58.19,48,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,54.17,64.11,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/17:31:36,leukemia2,1,0,0,0,CFS,C4.5,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.5,86.01,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,142
2020-10-1/17:31:37,leukemia2,1,0,0,0,CFS,Naive-Bayes,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.75,60.82,24,0.88,0.06,0.9,0.88,0.88,0.82,0.93,0.86,142
2020-10-1/17:31:38,leukemia2,1,0,0,0,CFS,IB1,48,100,0,0,1,0.03,0.03,5.97,5.93,48,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.13,0.32,29.41,68.38,24,0.83,0.11,0.86,0.83,0.83,0.76,0.86,0.75,142
2020-10-1/17:31:39,leukemia2,1,0,0,0,CFS,SVM,48,100,0,0,1,0.22,0.27,50.75,58.19,48,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.25,0.32,56.25,67.24,24,0.88,0.09,0.9,0.88,0.88,0.82,0.92,0.84,142
2020-10-1/17:31:43,leukemia2,1,0,0,0,InfoGain,C4.5,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25,70.23,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,142
2020-10-1/17:31:44,leukemia2,1,0,0,0,InfoGain,Naive-Bayes,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.5,49.66,24,0.92,0.04,0.93,0.92,0.92,0.88,0.95,0.9,142
2020-10-1/17:31:45,leukemia2,1,0,0,0,InfoGain,IB1,48,100,0,0,1,0.03,0.03,5.97,5.93,48,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,41.18,83.65,24,0.75,0.14,0.79,0.75,0.75,0.64,0.8,0.66,142
2020-10-1/17:31:46,leukemia2,1,0,0,0,InfoGain,SVM,48,100,0,0,1,0.22,0.27,50.75,58.19,48,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.27,0.35,60.42,73.09,24,0.83,0.1,0.85,0.83,0.83,0.75,0.88,0.76,142
2020-10-1/17:31:50,leukemia2,1,0,0,0,ReliefF,C4.5,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.19,0.44,43.75,92.9,24,0.71,0.17,0.7,0.71,0.69,0.56,0.77,0.59,142
2020-10-1/17:31:51,leukemia2,1,0,0,0,ReliefF,Naive-Bayes,48,100,0,0,1,0,0,0,0,48,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.5,49.66,24,0.92,0.04,0.93,0.92,0.92,0.88,0.93,0.89,142
2020-10-1/17:31:52,leukemia2,1,0,0,0,ReliefF,IB1,48,100,0,0,1,0.03,0.03,5.97,5.93,48,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.16,0.36,35.29,76.39,24,0.79,0.13,0.81,0.79,0.79,0.68,0.83,0.7,142
2020-10-1/17:31:53,leukemia2,1,0,0,0,ReliefF,SVM,48,100,0,0,1,0.22,0.27,50.75,58.19,48,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.31,0.4,68.75,83.59,24,0.71,0.17,0.75,0.71,0.7,0.57,0.79,0.63,142
2020-10-1/17:32:54,leukemia2,1,0,20,0,None,C4.5,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.32,85.42,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/17:33:26,leukemia2,1,0,20,0,None,Naive-Bayes,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.44,49.32,24,0.92,0.04,0.93,0.92,0.91,0.88,0.96,0.9,11226
2020-10-1/17:33:28,leukemia2,1,0,20,0,None,IB1,50,100,0,0,1,0.03,0.03,5.77,5.72,50,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,17.37,48.22,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/17:33:46,leukemia2,1,0,20,0,None,SVM,50,100,0,0,1,0.22,0.27,51,58.34,50,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.91,63.67,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/17:57:22,leukemia2,1,0,20,0,CFS,C4.5,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.32,85.42,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,147
2020-10-1/17:57:23,leukemia2,1,0,20,0,CFS,Naive-Bayes,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.66,60.4,24,0.88,0.06,0.9,0.88,0.88,0.82,0.94,0.89,147
2020-10-1/17:57:23,leukemia2,1,0,20,0,CFS,IB1,50,100,0,0,1,0.03,0.03,5.77,5.72,50,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,17.37,48.22,24,0.92,0.05,0.93,0.92,0.91,0.88,0.93,0.86,147
2020-10-1/17:57:24,leukemia2,1,0,20,0,CFS,SVM,50,100,0,0,1,0.22,0.27,51,58.34,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.25,0.32,55.99,66.77,24,0.88,0.09,0.9,0.88,0.88,0.82,0.92,0.84,147
2020-10-1/17:57:29,leukemia2,1,0,20,0,InfoGain,C4.5,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.66,60.4,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,147
2020-10-1/17:57:30,leukemia2,1,0,20,0,InfoGain,Naive-Bayes,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.66,60.4,24,0.88,0.06,0.9,0.88,0.87,0.82,0.94,0.86,147
2020-10-1/17:57:30,leukemia2,1,0,20,0,InfoGain,IB1,50,100,0,0,1,0.03,0.03,5.77,5.72,50,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.13,0.32,29.11,67.97,24,0.83,0.1,0.85,0.83,0.83,0.75,0.87,0.75,147
2020-10-1/17:57:31,leukemia2,1,0,20,0,InfoGain,SVM,50,100,0,0,1,0.22,0.27,51,58.34,50,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.28,0.36,62.21,75.33,24,0.79,0.13,0.81,0.79,0.79,0.69,0.84,0.71,147
2020-10-1/17:57:36,leukemia2,1,0,20,0,ReliefF,C4.5,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.66,60.4,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,147
2020-10-1/17:57:37,leukemia2,1,0,20,0,ReliefF,Naive-Bayes,50,100,0,0,1,0,0,0,0,50,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.66,60.4,24,0.88,0.06,0.91,0.88,0.87,0.82,0.93,0.89,147
2020-10-1/17:57:38,leukemia2,1,0,20,0,ReliefF,IB1,50,100,0,0,1,0.03,0.03,5.77,5.72,50,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.85,83.15,24,0.75,0.16,0.78,0.75,0.75,0.62,0.8,0.66,147
2020-10-1/17:57:39,leukemia2,1,0,20,0,ReliefF,SVM,50,100,0,0,1,0.22,0.27,51,58.34,50,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,66.35,80.53,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,147
2020-10-1/17:58:43,leukemia2,1,0,40,0,None,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.01,84.13,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/17:59:15,leukemia2,1,0,40,0,None,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.49,24,0.88,0.06,0.87,0.88,0.87,0.81,0.93,0.83,11226
2020-10-1/17:59:17,leukemia2,1,0,40,0,None,IB1,54,100,0,0,1,0.02,0.02,5.45,5.36,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,16.88,47.55,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/17:59:35,leukemia2,1,0,40,0,None,SVM,54,100,0,0,1,0.22,0.27,51.82,58.83,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.46,62.71,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/18:27:34,leukemia2,1,0,40,0,CFS,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.01,84.13,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,155
2020-10-1/18:27:36,leukemia2,1,0,40,0,CFS,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.49,24,0.88,0.06,0.88,0.88,0.87,0.81,0.92,0.83,155
2020-10-1/18:27:36,leukemia2,1,0,40,0,CFS,IB1,54,100,0,0,1,0.02,0.02,5.45,5.36,54,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,16.88,47.55,24,0.92,0.06,0.93,0.92,0.92,0.88,0.93,0.87,155
2020-10-1/18:27:37,leukemia2,1,0,40,0,CFS,SVM,54,100,0,0,1,0.22,0.27,51.82,58.83,54,1,0,1,1,1,1,1,1,23,95.83,1,4.17,0.94,0.23,0.29,51.41,59.49,24,0.96,0.03,0.96,0.96,0.96,0.94,0.97,0.94,155
2020-10-1/18:27:42,leukemia2,1,0,40,0,InfoGain,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.49,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,155
2020-10-1/18:27:43,leukemia2,1,0,40,0,InfoGain,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.49,24,0.88,0.06,0.9,0.88,0.87,0.82,0.93,0.89,155
2020-10-1/18:27:44,leukemia2,1,0,40,0,InfoGain,IB1,54,100,0,0,1,0.02,0.02,5.45,5.36,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.26,82.05,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.66,155
2020-10-1/18:27:45,leukemia2,1,0,40,0,InfoGain,SVM,54,100,0,0,1,0.22,0.27,51.82,58.83,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,65.8,79.32,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,155
2020-10-1/18:27:49,leukemia2,1,0,40,0,ReliefF,C4.5,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.55,0.19,0.44,43.18,90.87,24,0.71,0.17,0.7,0.71,0.7,0.53,0.77,0.62,155
2020-10-1/18:27:50,leukemia2,1,0,40,0,ReliefF,Naive-Bayes,54,100,0,0,1,0,0,0,0,54,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.51,59.49,24,0.88,0.06,0.91,0.88,0.87,0.82,0.92,0.86,155
2020-10-1/18:27:51,leukemia2,1,0,40,0,ReliefF,IB1,54,100,0,0,1,0.02,0.02,5.45,5.36,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,40.26,82.05,24,0.75,0.15,0.79,0.75,0.74,0.63,0.8,0.65,155
2020-10-1/18:27:52,leukemia2,1,0,40,0,ReliefF,SVM,54,100,0,0,1,0.22,0.27,51.82,58.83,54,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,65.8,79.32,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,155
2020-10-1/18:29:4,leukemia2,1,0,100,0,None,C4.5,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.36,80.59,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/18:29:36,leukemia2,1,0,100,0,None,Naive-Bayes,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.12,46.53,24,0.92,0.05,0.92,0.92,0.92,0.88,0.93,0.87,11226
2020-10-1/18:29:38,leukemia2,1,0,100,0,None,IB1,65,100,0,0,1,0.02,0.02,4.88,4.65,65,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.07,0.23,15.86,45.67,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/18:29:54,leukemia2,1,0,100,0,None,SVM,65,100,0,0,1,0.22,0.27,55.35,60.89,65,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,52.53,60.07,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/18:53:37,leukemia2,1,0,100,0,CFS,C4.5,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,36.36,80.59,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,160
2020-10-1/18:53:38,leukemia2,1,0,100,0,CFS,Naive-Bayes,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.12,46.53,24,0.92,0.05,0.92,0.92,0.92,0.87,0.95,0.89,160
2020-10-1/18:53:39,leukemia2,1,0,100,0,CFS,IB1,65,100,0,0,1,0.02,0.02,4.88,4.65,65,1,0,1,1,1,1,1,1,23,95.83,1,4.17,0.94,0.05,0.16,10.07,32.43,24,0.96,0.03,0.96,0.96,0.96,0.94,0.96,0.93,160
2020-10-1/18:53:40,leukemia2,1,0,100,0,CFS,SVM,65,100,0,0,1,0.22,0.27,55.35,60.89,65,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.25,0.32,54.55,63,24,0.88,0.09,0.9,0.88,0.88,0.82,0.92,0.83,160
2020-10-1/18:53:44,leukemia2,1,0,100,0,InfoGain,C4.5,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.18,56.98,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,160
2020-10-1/18:53:45,leukemia2,1,0,100,0,InfoGain,Naive-Bayes,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.18,56.98,24,0.88,0.06,0.91,0.88,0.87,0.82,0.93,0.89,160
2020-10-1/18:53:46,leukemia2,1,0,100,0,InfoGain,IB1,65,100,0,0,1,0.02,0.02,4.88,4.65,65,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,39.04,78.9,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.66,160
2020-10-1/18:53:47,leukemia2,1,0,100,0,InfoGain,SVM,65,100,0,0,1,0.22,0.27,55.35,60.89,65,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.3,0.38,64.65,75.98,24,0.75,0.15,0.77,0.75,0.75,0.62,0.8,0.67,160
2020-10-1/18:53:52,leukemia2,1,0,100,0,ReliefF,C4.5,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.75,0.11,0.33,24.24,65.8,24,0.83,0.09,0.83,0.83,0.83,0.74,0.87,0.76,160
2020-10-1/18:53:54,leukemia2,1,0,100,0,ReliefF,Naive-Bayes,65,100,0,0,1,0,0,0,0,65,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.75,0.11,0.33,24.24,65.8,24,0.83,0.08,0.89,0.83,0.84,0.77,0.91,0.84,160
2020-10-1/18:53:54,leukemia2,1,0,100,0,ReliefF,IB1,65,100,0,0,1,0.02,0.02,4.88,4.65,65,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.67,0.15,0.36,33.24,72.04,24,0.79,0.13,0.81,0.79,0.79,0.68,0.83,0.7,160
2020-10-1/18:53:55,leukemia2,1,0,100,0,ReliefF,SVM,65,100,0,0,1,0.22,0.27,55.35,60.89,65,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.29,0.37,62.63,72.74,24,0.75,0.16,0.78,0.75,0.75,0.62,0.83,0.7,160
2020-10-1/18:54:55,leukemia2,1,20,0,0,None,C4.5,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25.06,70.71,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,11226
2020-10-1/18:55:27,leukemia2,1,20,0,0,None,Naive-Bayes,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.53,50,24,0.92,0.04,0.93,0.92,0.91,0.88,0.94,0.87,11226
2020-10-1/18:55:29,leukemia2,1,20,0,0,None,IB1,49,100,0,0,1,0.03,0.03,5.8,5.78,49,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.1,0.28,23.49,59.72,24,0.88,0.06,0.91,0.88,0.86,0.84,0.91,0.81,11226
2020-10-1/18:55:48,leukemia2,1,20,0,0,None,SVM,49,100,0,0,1,0.22,0.27,50.26,57.89,49,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,54.3,64.55,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/19:19:14,leukemia2,1,20,0,0,CFS,C4.5,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,16,66.67,8,33.33,0.48,0.22,0.47,50.12,100,24,0.67,0.18,0.67,0.67,0.65,0.5,0.74,0.57,157
2020-10-1/19:19:15,leukemia2,1,20,0,0,CFS,Naive-Bayes,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.8,61.24,24,0.88,0.06,0.9,0.88,0.88,0.82,0.94,0.86,157
2020-10-1/19:19:16,leukemia2,1,20,0,0,CFS,IB1,49,100,0,0,1,0.03,0.03,5.8,5.78,49,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.13,0.32,29.4,68.88,24,0.83,0.12,0.88,0.83,0.83,0.76,0.86,0.76,157
2020-10-1/19:19:17,leukemia2,1,20,0,0,CFS,SVM,49,100,0,0,1,0.22,0.27,50.26,57.89,49,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.26,0.33,58.47,70.71,24,0.83,0.12,0.88,0.83,0.83,0.76,0.88,0.79,157
2020-10-1/19:19:21,leukemia2,1,20,0,0,InfoGain,C4.5,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,20,83.33,4,16.67,0.74,0.11,0.33,25.06,70.71,24,0.83,0.1,0.85,0.83,0.83,0.75,0.86,0.76,157
2020-10-1/19:19:22,leukemia2,1,20,0,0,InfoGain,Naive-Bayes,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.8,61.24,24,0.88,0.06,0.9,0.88,0.87,0.82,0.94,0.87,157
2020-10-1/19:19:23,leukemia2,1,20,0,0,InfoGain,IB1,49,100,0,0,1,0.03,0.03,5.8,5.78,49,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.16,0.36,35.3,76.96,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,157
2020-10-1/19:19:24,leukemia2,1,20,0,0,InfoGain,SVM,49,100,0,0,1,0.22,0.27,50.26,57.89,49,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.28,0.36,62.65,76.38,24,0.79,0.12,0.81,0.79,0.79,0.69,0.86,0.73,157
2020-10-1/19:19:28,leukemia2,1,20,0,0,ReliefF,C4.5,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.19,0.44,43.86,93.54,24,0.71,0.17,0.7,0.71,0.69,0.56,0.77,0.59,157
2020-10-1/19:19:30,leukemia2,1,20,0,0,ReliefF,Naive-Bayes,49,100,0,0,1,0,0,0,0,49,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.8,61.24,24,0.88,0.06,0.91,0.88,0.87,0.82,0.94,0.89,157
2020-10-1/19:19:30,leukemia2,1,20,0,0,ReliefF,IB1,49,100,0,0,1,0.03,0.03,5.8,5.78,49,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.18,0.4,41.2,84.27,24,0.75,0.15,0.79,0.75,0.74,0.63,0.8,0.65,157
2020-10-1/19:19:31,leukemia2,1,20,0,0,ReliefF,SVM,49,100,0,0,1,0.22,0.27,50.26,57.89,49,1,0,1,1,1,1,1,1,17,70.83,7,29.17,0.54,0.31,0.4,68.92,84.16,24,0.71,0.17,0.75,0.71,0.7,0.57,0.79,0.63,157
2020-10-1/19:20:35,leukemia2,1,20,20,0,None,C4.5,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.33,85.82,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,11226
2020-10-1/19:21:7,leukemia2,1,20,20,0,None,Naive-Bayes,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.44,49.55,24,0.92,0.04,0.93,0.92,0.91,0.88,0.94,0.87,11226
2020-10-1/19:21:9,leukemia2,1,20,20,0,None,IB1,52,100,0,0,1,0.02,0.03,5.51,5.48,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,17.19,48.48,24,0.92,0.04,0.93,0.92,0.91,0.89,0.94,0.87,11226
2020-10-1/19:21:27,leukemia2,1,20,20,0,None,SVM,52,100,0,0,1,0.22,0.27,50.49,58.04,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.24,0.3,53.92,63.97,24,0.92,0.05,0.92,0.92,0.92,0.88,0.95,0.88,11226
2020-10-1/19:50:45,leukemia2,1,20,20,0,CFS,C4.5,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,18,75,6,25,0.63,0.17,0.41,37.33,85.82,24,0.75,0.13,0.77,0.75,0.74,0.63,0.81,0.67,164
2020-10-1/19:50:46,leukemia2,1,20,20,0,CFS,Naive-Bayes,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.68,24,0.88,0.06,0.9,0.88,0.88,0.82,0.94,0.86,164
2020-10-1/19:50:47,leukemia2,1,20,20,0,CFS,IB1,52,100,0,0,1,0.02,0.03,5.51,5.48,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.08,0.23,17.19,48.48,24,0.92,0.06,0.93,0.92,0.91,0.88,0.93,0.87,164
2020-10-1/19:50:48,leukemia2,1,20,20,0,CFS,SVM,52,100,0,0,1,0.22,0.27,50.49,58.04,52,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.8,0.26,0.33,58.07,70.07,24,0.88,0.09,0.9,0.88,0.88,0.82,0.89,0.82,164
2020-10-1/19:50:52,leukemia2,1,20,20,0,InfoGain,C4.5,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.68,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,164
2020-10-1/19:50:53,leukemia2,1,20,20,0,InfoGain,Naive-Bayes,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.44,49.55,24,0.92,0.04,0.93,0.92,0.92,0.88,0.94,0.88,164
2020-10-1/19:50:54,leukemia2,1,20,20,0,InfoGain,IB1,52,100,0,0,1,0.02,0.03,5.51,5.48,52,1,0,1,1,1,1,1,1,19,79.17,5,20.83,0.68,0.16,0.36,34.84,76.37,24,0.79,0.12,0.81,0.79,0.79,0.69,0.83,0.71,164
2020-10-1/19:50:55,leukemia2,1,20,20,0,InfoGain,SVM,52,100,0,0,1,0.22,0.27,50.49,58.04,52,1,0,1,1,1,1,1,1,18,75,6,25,0.61,0.29,0.37,64.29,78.34,24,0.75,0.15,0.77,0.75,0.75,0.62,0.82,0.68,164
2020-10-1/19:51:0,leukemia2,1,20,20,0,ReliefF,C4.5,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,21,87.5,3,12.5,0.81,0.08,0.29,18.67,60.68,24,0.88,0.06,0.88,0.88,0.87,0.81,0.91,0.81,164
2020-10-1/19:51:1,leukemia2,1,20,20,0,ReliefF,Naive-Bayes,52,100,0,0,1,0,0,0,0,52,1,0,1,1,1,1,1,1,22,91.67,2,8.33,0.87,0.06,0.24,12.44,49.55,24,0.92,0.04,0.93,0.92,0.92,0.88,0.93,0.89,164
