Time,Dataset,Repetition,SmoteMin,SmoteMax,RUS,Filter,Classifier,Tr_crIns,Tr_crIns%,Tr_incrIns,Tr_incrIns%,Tr_Kappa,Tr_meanAbs,Tr_rootMeanSq,Tr_relAbs,Tr_rootRelSq,Tr_NumIns,Tr_WA_TP,Tr_WA_FP,Tr_WA_Acc,Tr_WA_Recall,Tr_WA_F_M,Tr_WA_MCC,Tr_WA_ROC,Tr_WA_PRC,Te_crIns,Te_crIns%,Te_incrIns,Te_incrIns%,Te_Kappa,Te_meanAbs,Te_rootMeanSq,Te_relAbs,Te_rootRelSq,Te_NumIns,Te_WA_TP,Te_WA_FP,Te_WA_Acc,Te_WA_Recall,Te_WA_F_M,Te_WA_MCC,Te_WA_ROC,Te_WA_PRC,carToRetainWithClass
2020-9-27/16:7:34,11_tumors,1,100,0,0,CFS,Naive-Bayes,119,100,0,0,1,0,0,0,0,119,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.51,51.97,58,0.88,0.01,NaN,0.88,NaN,NaN,0.94,0.83,381
2020-9-27/16:7:35,11_tumors,1,100,0,0,CFS,IB1,119,100,0,0,1,0.01,0.02,8.62,8.55,119,1,0,1,1,1,1,1,1,46,79.31,12,20.69,0.76,0.05,0.19,29.8,65.66,58,0.79,0.03,0.81,0.79,0.79,0.78,0.88,0.7,381
2020-9-27/16:7:46,11_tumors,1,100,0,0,CFS,SVM,119,100,0,0,1,0.15,0.26,91.71,92.57,119,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,92.4,93.32,58,0.86,0.02,0.87,0.86,0.86,0.85,0.97,0.82,381
2020-9-27/16:7:53,11_tumors,1,100,0,0,InfoGain,C4.5,116,97.48,3,2.52,0.97,0.01,0.06,4.81,21.96,119,0.97,0,0.98,0.97,0.97,0.97,1,0.96,35,60.34,23,39.66,0.56,0.07,0.26,46.04,92.22,58,0.6,0.03,0.66,0.6,0.6,0.58,0.79,0.51,381
2020-9-27/16:7:57,11_tumors,1,100,0,0,InfoGain,Naive-Bayes,119,100,0,0,1,0,0,0,0,119,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.03,0.16,15.43,55.56,58,0.86,0.01,NaN,0.86,NaN,NaN,0.95,0.83,381
2020-9-27/16:7:58,11_tumors,1,100,0,0,InfoGain,IB1,119,100,0,0,1,0.01,0.02,8.62,8.55,119,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,24.5,57.02,58,0.84,0.02,0.83,0.84,0.83,0.82,0.91,0.76,381
2020-9-27/16:8:9,11_tumors,1,100,0,0,InfoGain,SVM,119,100,0,0,1,0.15,0.26,91.71,92.56,119,1,0,1,1,1,1,1,1,53,91.38,5,8.62,0.9,0.15,0.27,92.19,93.08,58,0.91,0.01,0.93,0.91,0.91,0.91,0.98,0.88,381
2020-9-27/16:8:22,11_tumors,1,100,0,0,ReliefF,C4.5,118,99.16,1,0.84,0.99,0,0.04,1.78,13.37,119,0.99,0,0.99,0.99,0.99,0.99,1,0.99,40,68.97,18,31.03,0.64,0.06,0.24,35.03,82.9,58,0.69,0.04,NaN,0.69,NaN,NaN,0.84,0.58,381
2020-9-27/16:8:26,11_tumors,1,100,0,0,ReliefF,Naive-Bayes,119,100,0,0,1,0,0,0,0,119,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.03,0.16,15.43,55.56,58,0.86,0.01,NaN,0.86,NaN,NaN,0.96,0.84,381
2020-9-27/16:8:27,11_tumors,1,100,0,0,ReliefF,IB1,119,100,0,0,1,0.01,0.02,8.62,8.55,119,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.03,0.14,20.97,50.45,58,0.88,0.02,0.9,0.88,0.88,0.87,0.93,0.8,381
2020-9-27/16:8:37,11_tumors,1,100,0,0,ReliefF,SVM,119,100,0,0,1,0.15,0.26,91.71,92.55,119,1,0,1,1,1,1,1,1,54,93.1,4,6.9,0.92,0.15,0.26,92.05,92.93,58,0.93,0.01,0.94,0.93,0.93,0.93,0.98,0.89,381
2020-9-27/16:11:5,11_tumors,1,100,20,0,None,C4.5,122,100,0,0,1,0,0,0,0,122,1,0,1,1,1,1,1,1,39,67.24,19,32.76,0.62,0.06,0.24,36.69,85.59,58,0.67,0.05,NaN,0.67,NaN,NaN,0.81,0.55,12534
2020-9-27/16:12:41,11_tumors,1,100,20,0,None,Naive-Bayes,122,100,0,0,1,0,0,0,0,122,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.03,0.19,21.24,65.12,58,0.81,0.03,NaN,0.81,NaN,NaN,0.89,0.71,12534
2020-9-27/16:12:45,11_tumors,1,100,20,0,None,IB1,122,100,0,0,1,0.01,0.02,8.45,8.37,122,1,0,1,1,1,1,1,1,40,68.97,18,31.03,0.65,0.07,0.23,40.3,80.22,58,0.69,0.04,0.72,0.69,0.69,0.66,0.83,0.58,12534
2020-9-27/16:18:13,11_tumors,1,100,20,0,None,SVM,122,100,0,0,1,0.15,0.26,91.95,92.71,122,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,92.54,93.36,58,0.86,0.01,0.88,0.86,0.86,0.85,0.97,0.82,12534
2020-9-27/18:40:33,11_tumors,1,100,20,0,CFS,C4.5,118,96.72,4,3.28,0.96,0.01,0.07,5.99,24.49,122,0.97,0,0.97,0.97,0.97,0.96,1,0.96,32,55.17,26,44.83,0.48,0.08,0.28,52.16,97.18,58,0.55,0.07,NaN,0.55,NaN,NaN,0.76,0.45,398
2020-9-27/18:40:36,11_tumors,1,100,20,0,CFS,Naive-Bayes,122,100,0,0,1,0,0,0,0,122,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.52,51.95,58,0.88,0.01,NaN,0.88,NaN,NaN,0.94,0.83,398
2020-9-27/18:40:37,11_tumors,1,100,20,0,CFS,IB1,122,100,0,0,1,0.01,0.02,8.45,8.37,122,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,24.36,57.03,58,0.84,0.01,0.87,0.84,0.85,0.84,0.92,0.77,398
2020-9-27/18:40:49,11_tumors,1,100,20,0,CFS,SVM,122,100,0,0,1,0.15,0.26,91.95,92.7,122,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,92.37,93.17,58,0.86,0.02,0.87,0.86,0.86,0.85,0.97,0.82,398
2020-9-27/18:40:56,11_tumors,1,100,20,0,InfoGain,C4.5,121,99.18,1,0.82,0.99,0,0.04,1.74,13.2,122,0.99,0,0.99,0.99,0.99,0.99,1,0.99,38,65.52,20,34.48,0.61,0.06,0.25,39.58,87.75,58,0.66,0.03,0.74,0.66,0.67,0.65,0.81,0.55,398
2020-9-27/18:41:1,11_tumors,1,100,20,0,InfoGain,Naive-Bayes,122,100,0,0,1,0,0,0,0,122,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.52,51.02,58,0.88,0.01,0.9,0.88,0.88,0.87,0.96,0.85,398
2020-9-27/18:41:2,11_tumors,1,100,20,0,InfoGain,IB1,122,100,0,0,1,0.01,0.02,8.45,8.37,122,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.04,0.17,26.13,60.05,58,0.83,0.02,0.82,0.83,0.82,0.81,0.91,0.74,398
2020-9-27/18:41:13,11_tumors,1,100,20,0,InfoGain,SVM,122,100,0,0,1,0.15,0.26,91.95,92.7,122,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,92.33,93.12,58,0.88,0.01,0.9,0.88,0.87,0.87,0.97,0.83,398
2020-9-27/18:41:27,11_tumors,1,100,20,0,ReliefF,C4.5,121,99.18,1,0.82,0.99,0,0.04,1.75,13.22,122,0.99,0,0.99,0.99,0.99,0.99,1,0.99,39,67.24,19,32.76,0.63,0.06,0.24,36.99,85.15,58,0.67,0.03,NaN,0.67,NaN,NaN,0.84,0.57,398
2020-9-27/18:41:31,11_tumors,1,100,20,0,ReliefF,Naive-Bayes,122,100,0,0,1,0,0,0,0,122,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.51,51.59,58,0.88,0.01,NaN,0.88,NaN,NaN,0.97,0.88,398
2020-9-27/18:41:32,11_tumors,1,100,20,0,ReliefF,IB1,122,100,0,0,1,0.01,0.02,8.45,8.37,122,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.04,0.15,22.59,53.84,58,0.86,0.01,0.89,0.86,0.86,0.85,0.92,0.78,398
2020-9-27/18:41:43,11_tumors,1,100,20,0,ReliefF,SVM,122,100,0,0,1,0.15,0.26,91.95,92.67,122,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.15,0.26,92.12,92.89,58,0.9,0.01,0.91,0.9,0.9,0.89,0.98,0.87,398
2020-9-27/18:44:14,11_tumors,1,100,40,0,None,C4.5,126,100,0,0,1,0,0,0,0,126,1,0,1,1,1,1,1,1,39,67.24,19,32.76,0.62,0.06,0.24,36.72,85.48,58,0.67,0.05,NaN,0.67,NaN,NaN,0.81,0.55,12534
2020-9-27/18:45:51,11_tumors,1,100,40,0,None,Naive-Bayes,126,100,0,0,1,0,0,0,0,126,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.03,0.19,21.26,65.04,58,0.81,0.02,NaN,0.81,NaN,NaN,0.89,0.71,12534
2020-9-27/18:45:55,11_tumors,1,100,40,0,None,IB1,126,100,0,0,1,0.01,0.02,8.24,8.14,126,1,0,1,1,1,1,1,1,40,68.97,18,31.03,0.65,0.07,0.23,40.18,80.2,58,0.69,0.04,0.72,0.69,0.69,0.66,0.83,0.58,12534
2020-9-27/18:51:23,11_tumors,1,100,40,0,None,SVM,126,100,0,0,1,0.15,0.26,92.39,92.95,126,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,92.64,93.25,58,0.86,0.01,0.88,0.86,0.86,0.85,0.97,0.82,12534
2020-9-27/20:38:27,11_tumors,1,100,40,0,CFS,C4.5,122,96.83,4,3.17,0.96,0.01,0.07,5.82,24.16,126,0.97,0,0.97,0.97,0.97,0.97,1,0.96,32,55.17,26,44.83,0.48,0.08,0.28,52.01,97.55,58,0.55,0.06,NaN,0.55,NaN,NaN,0.76,0.44,403
2020-9-27/20:38:31,11_tumors,1,100,40,0,CFS,Naive-Bayes,126,100,0,0,1,0,0,0,0,126,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.03,0.18,19.33,62.02,58,0.83,0.02,NaN,0.83,NaN,NaN,0.94,0.79,403
2020-9-27/20:38:32,11_tumors,1,100,40,0,CFS,IB1,126,100,0,0,1,0.01,0.02,8.24,8.14,126,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.04,0.17,25.96,60.02,58,0.83,0.02,0.84,0.83,0.83,0.81,0.91,0.74,403
2020-9-27/20:38:44,11_tumors,1,100,40,0,CFS,SVM,126,100,0,0,1,0.15,0.26,92.39,92.94,126,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,92.32,92.91,58,0.88,0.02,0.88,0.88,0.88,0.86,0.97,0.83,403
2020-9-27/20:38:52,11_tumors,1,100,40,0,InfoGain,C4.5,125,99.21,1,0.79,0.99,0,0.04,1.69,13.03,126,0.99,0,0.99,0.99,0.99,0.99,1,0.99,38,65.52,20,34.48,0.61,0.06,0.25,39.62,87.65,58,0.66,0.03,0.74,0.66,0.67,0.65,0.81,0.55,403
2020-9-27/20:38:56,11_tumors,1,100,40,0,InfoGain,Naive-Bayes,126,100,0,0,1,0,0,0,0,126,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.03,0.17,17.4,58.83,58,0.84,0.02,0.89,0.84,0.85,0.84,0.95,0.82,403
2020-9-27/20:38:57,11_tumors,1,100,40,0,InfoGain,IB1,126,100,0,0,1,0.01,0.02,8.24,8.14,126,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.04,0.15,22.4,53.81,58,0.86,0.01,0.88,0.86,0.86,0.85,0.93,0.79,403
2020-9-27/20:39:8,11_tumors,1,100,40,0,InfoGain,SVM,126,100,0,0,1,0.15,0.26,92.39,92.94,126,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.15,0.27,92.5,93.09,58,0.9,0.01,0.91,0.9,0.9,0.89,0.97,0.84,403
2020-9-27/20:39:22,11_tumors,1,100,40,0,ReliefF,C4.5,125,99.21,1,0.79,0.99,0,0.04,1.7,13.05,126,0.99,0,0.99,0.99,0.99,0.99,1,0.99,38,65.52,20,34.48,0.61,0.06,0.25,38.96,87.28,58,0.66,0.03,NaN,0.66,NaN,NaN,0.83,0.56,403
2020-9-27/20:39:26,11_tumors,1,100,40,0,ReliefF,Naive-Bayes,126,100,0,0,1,0,0,0,0,126,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.53,51.89,58,0.88,0.01,NaN,0.88,NaN,NaN,0.96,0.84,403
2020-9-27/20:39:27,11_tumors,1,100,40,0,ReliefF,IB1,126,100,0,0,1,0.01,0.02,8.24,8.14,126,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.04,0.15,22.4,53.81,58,0.86,0.01,0.89,0.86,0.86,0.85,0.92,0.79,403
2020-9-27/20:39:39,11_tumors,1,100,40,0,ReliefF,SVM,126,100,0,0,1,0.15,0.26,92.39,92.92,126,1,0,1,1,1,1,1,1,53,91.38,5,8.62,0.9,0.15,0.26,92.14,92.71,58,0.91,0.01,0.92,0.91,0.91,0.91,0.98,0.87,403
2020-9-27/20:42:21,11_tumors,1,100,100,0,None,C4.5,137,100,0,0,1,0,0,0,0,137,1,0,1,1,1,1,1,1,39,67.24,19,32.76,0.62,0.06,0.24,36.82,84.96,58,0.67,0.05,NaN,0.67,NaN,NaN,0.81,0.55,12534
2020-9-27/20:43:58,11_tumors,1,100,100,0,None,Naive-Bayes,137,100,0,0,1,0,0,0,0,137,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.03,0.19,21.31,64.64,58,0.81,0.03,NaN,0.81,NaN,NaN,0.89,0.71,12534
2020-9-27/20:44:3,11_tumors,1,100,100,0,None,IB1,137,100,0,0,1,0.01,0.02,7.78,7.62,137,1,0,1,1,1,1,1,1,40,68.97,18,31.03,0.65,0.06,0.23,39.88,79.91,58,0.69,0.04,0.72,0.69,0.69,0.66,0.83,0.58,12534
2020-9-27/20:49:30,11_tumors,1,100,100,0,None,SVM,137,100,0,0,1,0.15,0.26,94.16,93.89,137,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,92.87,92.68,58,0.86,0.01,0.88,0.86,0.86,0.85,0.97,0.82,12534
2020-9-27/22:46:20,11_tumors,1,100,100,0,CFS,C4.5,133,97.08,4,2.92,0.97,0.01,0.07,5.46,23.4,137,0.97,0,0.97,0.97,0.97,0.97,1,0.96,37,63.79,21,36.21,0.58,0.07,0.26,42.93,88.83,58,0.64,0.05,0.66,0.64,0.62,0.59,0.8,0.51,456
2020-9-27/22:46:25,11_tumors,1,100,100,0,CFS,Naive-Bayes,137,100,0,0,1,0,0,0,0,137,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.56,51.57,58,0.88,0.01,NaN,0.88,NaN,NaN,0.94,0.82,456
2020-9-27/22:46:26,11_tumors,1,100,100,0,CFS,IB1,137,100,0,0,1,0.01,0.02,7.78,7.62,137,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,23.74,56.75,58,0.84,0.01,0.89,0.84,0.86,0.85,0.92,0.78,456
2020-9-27/22:46:39,11_tumors,1,100,100,0,CFS,SVM,137,100,0,0,1,0.15,0.26,94.16,93.89,137,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.15,0.27,92.66,92.46,58,0.9,0.01,0.9,0.9,0.89,0.88,0.97,0.84,456
2020-9-27/22:46:47,11_tumors,1,100,100,0,InfoGain,C4.5,136,99.27,1,0.73,0.99,0,0.04,1.59,12.62,137,0.99,0,0.99,0.99,0.99,0.99,1,0.99,39,67.24,19,32.76,0.63,0.06,0.24,37.78,84.9,58,0.67,0.03,NaN,0.67,NaN,NaN,0.82,0.55,456
2020-9-27/22:46:52,11_tumors,1,100,100,0,InfoGain,Naive-Bayes,137,100,0,0,1,0,0,0,0,137,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.03,0.17,17.44,58.47,58,0.84,0.02,NaN,0.84,NaN,NaN,0.95,0.82,456
2020-9-27/22:46:53,11_tumors,1,100,100,0,InfoGain,IB1,137,100,0,0,1,0.01,0.02,7.78,7.62,137,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,23.74,56.75,58,0.84,0.02,0.83,0.84,0.83,0.82,0.91,0.76,456
2020-9-27/22:47:6,11_tumors,1,100,100,0,InfoGain,SVM,137,100,0,0,1,0.15,0.26,94.16,93.87,137,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,92.76,92.55,58,0.88,0.01,0.9,0.88,0.88,0.87,0.96,0.84,456
2020-9-27/22:47:21,11_tumors,1,100,100,0,ReliefF,C4.5,133,97.08,4,2.92,0.97,0.01,0.07,6.01,24.56,137,0.97,0,0.97,0.97,0.97,0.97,1,0.96,38,65.52,20,34.48,0.61,0.06,0.24,39.28,85.29,58,0.66,0.03,0.68,0.66,0.64,0.62,0.84,0.57,456
2020-9-27/22:47:26,11_tumors,1,100,100,0,ReliefF,Naive-Bayes,137,100,0,0,1,0,0,0,0,137,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.02,0.14,11.63,47.74,58,0.9,0.01,NaN,0.9,NaN,NaN,0.96,0.86,456
2020-9-27/22:47:27,11_tumors,1,100,100,0,ReliefF,IB1,137,100,0,0,1,0.01,0.02,7.78,7.62,137,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,23.74,56.75,58,0.84,0.01,0.88,0.84,0.84,0.84,0.92,0.76,456
2020-9-27/22:47:40,11_tumors,1,100,100,0,ReliefF,SVM,137,100,0,0,1,0.15,0.26,94.16,93.87,137,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.15,0.27,92.52,92.29,58,0.9,0.01,0.92,0.9,0.9,0.9,0.98,0.87,456
2020-9-27/22:50:12,11_tumors,1,Calculate,0,0,None,C4.5,130,99.24,1,0.76,0.99,0,0.04,1.6,12.64,131,0.99,0,0.99,0.99,0.99,0.99,1,0.99,43,74.14,15,25.86,0.7,0.05,0.21,29.64,74.56,58,0.74,0.04,0.78,0.74,0.73,0.71,0.85,0.62,12534
2020-9-27/22:51:49,11_tumors,1,Calculate,0,0,None,Naive-Bayes,131,100,0,0,1,0,0,0,0,131,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.03,0.19,21.08,64.73,58,0.81,0.03,NaN,0.81,NaN,NaN,0.89,0.71,12534
2020-9-27/22:51:54,11_tumors,1,Calculate,0,0,None,IB1,131,100,0,0,1,0.01,0.02,7.89,7.82,131,1,0,1,1,1,1,1,1,40,68.97,18,31.03,0.65,0.06,0.23,39.65,79.91,58,0.69,0.04,0.75,0.69,0.69,0.67,0.83,0.6,12534
2020-9-27/22:57:21,11_tumors,1,Calculate,0,0,None,SVM,131,100,0,0,1,0.15,0.26,91.63,92.53,131,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,91.84,92.8,58,0.86,0.01,0.88,0.86,0.86,0.85,0.97,0.82,12534
2020-9-28/1:29:5,11_tumors,1,Calculate,0,0,CFS,C4.5,130,99.24,1,0.76,0.99,0,0.04,1.61,12.72,131,0.99,0,0.99,0.99,0.99,0.99,1,0.99,37,63.79,21,36.21,0.59,0.07,0.26,41.2,89.39,58,0.64,0.03,NaN,0.64,NaN,NaN,0.8,0.53,472
2020-9-28/1:29:10,11_tumors,1,Calculate,0,0,CFS,Naive-Bayes,131,100,0,0,1,0,0,0,0,131,1,0,1,1,1,1,1,1,52,89.66,6,10.34,0.88,0.02,0.14,11.5,47.81,58,0.9,0.01,NaN,0.9,NaN,NaN,0.95,0.84,472
2020-9-28/1:29:11,11_tumors,1,Calculate,0,0,CFS,IB1,131,100,0,0,1,0.01,0.02,7.89,7.82,131,1,0,1,1,1,1,1,1,49,84.48,9,15.52,0.82,0.04,0.16,23.74,56.77,58,0.84,0.01,NaN,0.84,NaN,NaN,0.92,0.78,472
2020-9-28/1:29:25,11_tumors,1,Calculate,0,0,CFS,SVM,131,100,0,0,1,0.15,0.26,91.63,92.54,131,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,91.57,92.51,58,0.88,0.02,0.88,0.88,0.87,0.87,0.98,0.83,472
2020-9-28/1:29:33,11_tumors,1,Calculate,0,0,InfoGain,C4.5,130,99.24,1,0.76,0.99,0,0.04,1.61,12.72,131,0.99,0,0.99,0.99,0.99,0.99,1,0.99,40,68.97,18,31.03,0.65,0.06,0.24,35.45,82.75,58,0.69,0.03,0.77,0.69,0.7,0.69,0.83,0.58,472
2020-9-28/1:29:38,11_tumors,1,Calculate,0,0,InfoGain,Naive-Bayes,131,100,0,0,1,0,0,0,0,131,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.03,0.16,15.33,55.2,58,0.86,0.02,NaN,0.86,NaN,NaN,0.94,0.81,472
2020-9-28/1:29:39,11_tumors,1,Calculate,0,0,InfoGain,IB1,131,100,0,0,1,0.01,0.02,7.89,7.82,131,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.04,0.17,25.51,59.79,58,0.83,0.01,0.83,0.83,0.81,0.81,0.91,0.75,472
2020-9-28/1:29:52,11_tumors,1,Calculate,0,0,InfoGain,SVM,131,100,0,0,1,0.15,0.26,91.63,92.52,131,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,91.6,92.53,58,0.88,0.01,0.9,0.88,0.88,0.88,0.98,0.84,472
2020-9-28/1:30:8,11_tumors,1,Calculate,0,0,ReliefF,C4.5,130,99.24,1,0.76,0.99,0,0.04,1.62,12.74,131,0.99,0,0.99,0.99,0.99,0.99,1,0.99,41,70.69,17,29.31,0.67,0.05,0.23,32.98,80.26,58,0.71,0.02,NaN,0.71,NaN,NaN,0.85,0.62,472
2020-9-28/1:30:12,11_tumors,1,Calculate,0,0,ReliefF,Naive-Bayes,131,100,0,0,1,0,0,0,0,131,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.46,51.63,58,0.88,0.02,0.91,0.88,0.88,0.87,0.96,0.86,472
2020-9-28/1:30:13,11_tumors,1,Calculate,0,0,ReliefF,IB1,131,100,0,0,1,0.01,0.02,7.89,7.82,131,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.04,0.17,25.51,59.79,58,0.83,0.02,0.86,0.83,0.83,0.82,0.91,0.74,472
2020-9-28/1:30:26,11_tumors,1,Calculate,0,0,ReliefF,SVM,131,100,0,0,1,0.15,0.26,91.63,92.5,131,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.15,0.27,91.53,92.46,58,0.88,0.02,0.89,0.88,0.88,0.86,0.97,0.85,472
2020-9-28/1:33:6,11_tumors,1,Calculate,20,0,None,C4.5,133,99.25,1,0.75,0.99,0,0.04,1.56,12.51,134,0.99,0,0.99,0.99,0.99,0.99,1,0.99,43,74.14,15,25.86,0.7,0.05,0.21,29.66,74.57,58,0.74,0.04,0.78,0.74,0.73,0.71,0.85,0.62,12534
2020-9-28/1:34:42,11_tumors,1,Calculate,20,0,None,Naive-Bayes,134,100,0,0,1,0,0,0,0,134,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.03,0.19,21.1,64.73,58,0.81,0.03,NaN,0.81,NaN,NaN,0.89,0.71,12534
2020-9-28/1:34:47,11_tumors,1,Calculate,20,0,None,IB1,134,100,0,0,1,0.01,0.02,7.74,7.67,134,1,0,1,1,1,1,1,1,40,68.97,18,31.03,0.65,0.06,0.23,39.58,79.97,58,0.69,0.04,0.75,0.69,0.69,0.67,0.83,0.6,12534
2020-9-28/1:40:15,11_tumors,1,Calculate,20,0,None,SVM,134,100,0,0,1,0.15,0.26,91.8,92.62,134,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,91.92,92.8,58,0.86,0.01,0.88,0.86,0.86,0.85,0.97,0.82,12534
2020-9-28/4:12:14,11_tumors,1,Calculate,20,0,CFS,C4.5,133,99.25,1,0.75,0.99,0,0.04,1.58,12.59,134,0.99,0,0.99,0.99,0.99,0.99,1,0.99,37,63.79,21,36.21,0.58,0.07,0.26,41.24,89.39,58,0.64,0.05,NaN,0.64,NaN,NaN,0.79,0.51,502
2020-9-28/4:12:19,11_tumors,1,Calculate,20,0,CFS,Naive-Bayes,134,100,0,0,1,0,0,0,0,134,1,0,1,1,1,1,1,1,51,87.93,7,12.07,0.86,0.02,0.15,13.43,51.64,58,0.88,0.01,NaN,0.88,NaN,NaN,0.95,0.83,502
2020-9-28/4:12:20,11_tumors,1,Calculate,20,0,CFS,IB1,134,100,0,0,1,0.01,0.02,7.74,7.67,134,1,0,1,1,1,1,1,1,48,82.76,10,17.24,0.8,0.04,0.17,25.4,59.82,58,0.83,0.01,0.91,0.83,0.85,0.84,0.91,0.78,502
2020-9-28/4:12:34,11_tumors,1,Calculate,20,0,CFS,SVM,134,100,0,0,1,0.15,0.26,91.8,92.62,134,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.15,0.27,91.71,92.59,58,0.86,0.02,0.88,0.86,0.86,0.85,0.97,0.84,502
2020-9-28/4:12:43,11_tumors,1,Calculate,20,0,InfoGain,C4.5,133,99.25,1,0.75,0.99,0,0.04,1.58,12.59,134,0.99,0,0.99,0.99,0.99,0.99,1,0.99,37,63.79,21,36.21,0.59,0.07,0.26,41.24,89.39,58,0.64,0.03,0.73,0.64,0.65,0.63,0.8,0.55,502
2020-9-28/4:12:48,11_tumors,1,Calculate,20,0,InfoGain,Naive-Bayes,134,100,0,0,1,0,0,0,0,134,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.03,0.16,15.34,55.2,58,0.86,0.01,NaN,0.86,NaN,NaN,0.94,0.83,502
2020-9-28/4:12:49,11_tumors,1,Calculate,20,0,InfoGain,IB1,134,100,0,0,1,0.01,0.02,7.74,7.67,134,1,0,1,1,1,1,1,1,47,81.03,11,18.97,0.78,0.04,0.18,27.17,62.69,58,0.81,0.02,0.85,0.81,0.81,0.8,0.89,0.71,502
2020-9-28/4:13:3,11_tumors,1,Calculate,20,0,InfoGain,SVM,134,100,0,0,1,0.15,0.26,91.8,92.6,134,1,0,1,1,1,1,1,1,53,91.38,5,8.62,0.9,0.15,0.27,91.64,92.49,58,0.91,0.01,0.92,0.91,0.91,0.91,0.98,0.87,502
2020-9-28/4:13:19,11_tumors,1,Calculate,20,0,ReliefF,C4.5,133,99.25,1,0.75,0.99,0,0.04,1.59,12.6,134,0.99,0,0.99,0.99,0.99,0.99,1,0.99,41,70.69,17,29.31,0.67,0.05,0.23,33.01,80.26,58,0.71,0.02,NaN,0.71,NaN,NaN,0.85,0.62,502
2020-9-28/4:13:24,11_tumors,1,Calculate,20,0,ReliefF,Naive-Bayes,134,100,0,0,1,0,0,0,0,134,1,0,1,1,1,1,1,1,50,86.21,8,13.79,0.84,0.03,0.16,15.34,55.2,58,0.86,0.02,0.88,0.86,0.86,0.85,0.96,0.84,502
